project,TARGET_CLASS,test-name,cohesion,coupling
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test00,0.5,0.0029421947072365653
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test01,0.6622375499712272,0.3020126550294356
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test02,0.5,0.11473538853943932
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test03,0.5,0.2739845512055066
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test04,0.5,0.3574368735065184
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test05,0.6411489394725296,0.24624326659445792
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test06,0.5,0.3586035073380992
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test07,0.7052445291451546,0.3540274388590046
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test08,0.663834802972431,0.3063318794067969
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test09,0.6257791494160787,0.2612047317747179
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test10,0.7078792286881306,0.3903791037848833
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test11,0.6596431434143857,0.3903791037848833
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test12,0.5,0.026460144199435372
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test13,0.5,0.2860064147489322
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test14,0.5,0.2811951348358561
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test15,0.5,0.2783500698326182
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test16,0.5690495744958117,0.10966110095146907
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test17,0.6807754272387223,0.05236930647457919
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test18,0.6509747819412666,0.19990997086452902
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test19,0.6901782871978379,0.28730092426690357
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test20,0.6603064917508776,0.29516626874937274
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test21,0.6337947778999042,0.26679342154596286
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test22,0.6026087488640024,0.3367655375381502
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test23,0.5,0.2799943186665265
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test24,0.5,0.037774164207150705
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test25,0.503202509657307,0.08252158345880627
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test26,0.5899469890353983,0.12431059872342456
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test27,0.5,0.0921760087339811
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test28,0.6305506196807344,0.3584923682171742
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test29,0.5,0.3779141872734045
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test30,0.5,0.01876843990409501
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test31,0.5,0.34808718507535
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test32,0.6656690828812297,0.3870896301006727
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test33,0.5,0.01876843990409501
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test34,0.5252909498470562,0.2600943844494747
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test35,0.5,0.21835523428809736
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test36,0.5690495744958117,0.018379738843589587
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test37,0.5,0.3239733830697958
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test38,0.6132669445580974,0.2445072077971891
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test00,0.6666666666666667,0.31074904218000565
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test01,0.5,0.349206661762647
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test02,0.6666666666666667,0.41516526493921585
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test03,0.5,0.5326667698548354
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test04,0.7340135791380192,0.4338180369392963
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test05,0.6666666666666667,0.35993181247718586
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test06,0.5,0.4640343741521609
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test07,0.5,0.5326667698548355
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test08,0.6595728622436772,0.2763560056069468
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test09,0.5,0.4127206267281683
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test10,0.6319118590635942,0.28544215022034614
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test11,0.5835295557125995,0.2443459243865681
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test12,0.7420694893188164,0.3299892080973934
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test13,0.5901576865205895,0.1343114376138887
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test14,0.6933911978686775,0.4806141649092886
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test15,0.6645164422575369,0.3893350833064956
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test16,0.6779713849666769,0.3452231315025771
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test17,0.6253956540131536,0.3007445510503266
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test18,0.614417492110584,0.12576541255776696
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test19,0.5,0.3813920654189642
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test20,0.5174876706716245,0.3700493970305085
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test21,0.6666666666666667,0.5326667698548355
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test22,0.5916892196340027,0.33593639486361426
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test23,0.5901576865205895,0.11347722468027949
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test24,0.635214089354587,0.1235252688119422
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test25,0.5,0.5035136060362991
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test26,0.5,0.4251964999466265
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test27,0.6342490898821314,0.4156028252672752
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test28,0.5,0.3115097854526194
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test29,0.5,0.18924695369175293
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test30,0.5273240662383782,0.08441991297071645
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test31,0.5298503006470883,0.1605476505084452
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test32,0.5,0.45754758301736653
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test33,0.5,0.5326667698548355
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test34,0.5,0.5326667698548355
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test35,0.5,0.4251964999466265
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test36,0.5719893487904508,0.5054036444180763
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test00,0.5,0.29740501108511386
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test01,0.6474099257344714,0.2936994770360038
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test02,0.5,0.0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test03,0.5,0.0
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test04,0.6377525100562047,0.24487806741253326
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test05,0.7385032862108742,0.32444597478283776
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test06,0.622540737985015,0.292726598082663
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test07,0.503202509657307,0.2275276370889564
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test08,0.5870599173769484,0.3326270173909793
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test09,0.5,0.3305431710672022
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test10,0.5,0.2763920955033313
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test11,0.6004208887904898,0.1037818385539021
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test12,0.5727785201171218,0.07342585218168873
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test13,0.631583519965937,0.41774738639847614
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test14,0.6022115053836793,0.09181754471871426
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test15,0.6456945415037956,0.338292605871613
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test16,0.6666666666666667,0.10099678550695151
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test17,0.6666666666666667,0.2602522909175228
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test18,0.6307418285486526,0.1848658619268693
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test19,0.5,0.3169571566972052
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test20,0.6654751981929752,0.24503531528139208
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test21,0.5,0.15966922159574473
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test22,0.5,0.15966922159574473
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test23,0.676165220907944,0.27652708395455394
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test24,0.5,0.2804457222242527
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test25,0.5,0.011400928949092361
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test26,0.5,0.12317054470224331
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test27,0.5,0.265612995181446
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test28,0.5,0.29726809987264036
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test29,0.5795194562229495,0.287778078937848
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test30,0.6324327564743331,0.35120686118960454
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test31,0.5,0.3437491349115286
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test32,0.5,0.09961252588018009
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test33,0.5,0.4177473863984761
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test34,0.5,0.20848795323804134
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test00,0.5,0.4023455974560338
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test01,0.5,0.2959547697617106
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test02,0.5,0.445002808422029
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test03,0.5246645221282904,0.2592574993903472
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test04,0.6666666666666667,0.22389329981852787
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test05,0.6666666666666667,0.39987102984773737
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test06,0.5,0.2771711312771698
102_squirrel-sql,net.sourceforge.squirrel_sql.plugins.dbcopy.util.DBUtil,test07,0.6251244319267266,0.34896153655711154
