TARGET_CLASS,criterion,configuration_id,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Random_Seed,BranchCoverage,CoverageEntropy
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1106,128,92911,6716,6717,210688,163,163,1556,1556,1021,0.6479203280609256,1.1972393738174605
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1074,128,68611,6664,6665,346761,151,151,1205,1205,1000,0.6291739894551845,1.2107427075512165
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1053,128,79573,6659,6660,268552,136,136,1126,1126,1005,0.616871704745167,1.1976985321598133
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1094,128,74281,6685,6686,246913,147,147,989,989,1029,0.6408904510837727,1.1959325194651458
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1106,128,70832,6641,6642,254248,148,148,1098,1098,1015,0.6479203280609256,1.2530074329040348
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1139,128,85161,6678,6679,307165,168,168,1320,1320,1003,0.6672524897480961,1.1282941425567008
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1087,128,61040,6719,6720,254574,148,148,1007,1007,1022,0.6367896895137668,1.1289146300584665
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1145,128,80652,6697,6698,300401,190,190,1399,1399,1008,0.6707674282366726,1.1439431898778312
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1126,128,83324,6671,6672,280075,155,155,1367,1367,1025,0.6596367896895138,1.1978406231010803
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1091,128,76748,6682,6683,259561,146,146,1229,1229,1011,0.6391329818394845,1.2120144961340975
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1097,128,75428,6637,6638,270231,149,149,1095,1095,1026,0.6426479203280611,1.2053181036783274
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1096,128,82460,6681,6682,273685,128,128,1079,1079,1002,0.6420620972466315,1.2391588942647018
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1101,128,68893,6673,6674,236261,160,160,1019,1019,1012,0.6449912126537786,1.0858478442650232
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1093,128,86603,6682,6683,279100,157,157,1261,1261,1019,0.6403046280023433,1.1642129162857628
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1116,128,78748,6670,6671,237444,160,160,1145,1145,1027,0.6537785588752196,1.1155451670399232
com.soops.CEN4010.JMCA.JParser.JavaParserTokenManager,BRANCH,MOSA,1707,1696,42,1137,128,66263,6645,6646,263163,158,158,1112,1112,1001,0.6660808435852372,1.180049933211261
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,79,80176,4009,4010,51171,24,24,183,183,1026,1.0,0.9496930537129744
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,129,85747,6703,6704,51415,25,25,159,159,1023,1.0,0.7764488919937628
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,136975,7711,7712,69167,24,24,149,149,1020,0.9850746268656716,0.8390097620008339
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,129,97981,6764,6765,46888,27,27,165,165,1008,1.0,0.7560021770699863
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,65,155,124961,7974,7975,72683,25,25,135,135,1028,0.9701492537313432,0.8482340912833096
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,91480,8050,8051,47509,25,25,143,143,1019,0.9850746268656716,0.8438194298351567
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,68,53584,3474,3475,64184,25,25,167,167,1013,1.0,0.9120593473050188
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,96,60287,4956,4957,65803,28,28,173,173,1001,1.0,0.8343741369863203
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,100,89294,5104,5105,49234,25,25,196,196,1004,1.0,0.7748024299089207
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,141,88881,7350,7351,53552,26,26,146,146,1012,1.0,0.7839898356509007
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,66,47274,3429,3430,43305,27,27,206,206,1025,1.0,0.6666278145028358
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,127,89317,6470,6471,87523,29,29,155,155,1016,1.0,0.7663186941631229
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,104,77433,5317,5318,45182,27,27,164,164,1007,1.0,0.8539625059799001
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,127216,7889,7890,86135,25,25,145,145,1006,0.9850746268656716,0.9795363739364024
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,64,42299,3332,3333,57237,28,28,169,169,1017,1.0,0.8045901466412806
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,101,67143,5191,5192,85009,28,28,160,160,1005,1.0,0.7983230376138019
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,129893,7938,7939,76110,25,25,145,145,1014,0.9850746268656716,0.8621458679614651
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,145,72150,7476,7477,66735,27,27,131,131,1011,1.0,0.8067785777263937
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,113891,7940,7941,64628,24,24,165,165,1021,0.9850746268656716,0.8203981515795234
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,64,155,97741,8015,8016,105774,26,26,130,130,1002,0.9552238805970148,0.8855733024511445
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,110,74875,5629,5630,119757,26,26,133,133,1003,1.0,0.7984027165429913
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,64,155,94025,8004,8005,79435,27,27,139,139,1024,0.9552238805970148,0.7700856938668541
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,99,61032,5129,5130,57116,29,29,141,141,1018,1.0,0.8319123882814219
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,102159,7858,7859,82854,25,25,134,134,1000,0.9850746268656716,0.7780384329805804
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,137,85486,7051,7052,50521,27,27,131,131,1029,1.0,0.7474814059898248
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,65,155,147782,7634,7635,70764,24,24,135,135,1010,0.9701492537313432,0.8903155262937839
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,62,155,115402,7914,7915,196372,24,24,144,144,1022,0.9253731343283582,0.8476138676266839
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,80,50814,4197,4198,59729,26,26,178,178,1015,1.0,1.074511939536992
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,67,68,43363,3559,3560,40598,27,27,161,161,1009,1.0,0.8231257658045519
com.soops.CEN4010.JMCA.JParser.SimpleNode,BRANCH,MOSA,67,58,13,66,155,108617,8089,8090,56613,25,25,156,156,1027,0.9850746268656716,0.6371972513133969
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,437,1351,401707,71183,71184,251730,149,149,366,366,1021,0.9028925619834712,1.03004141618067
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,424,1351,382804,71267,71268,209441,146,146,333,333,1005,0.8760330578512396,1.0671752781654402
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,428,1351,390711,71212,71213,215453,147,147,385,385,1019,0.8842975206611571,1.0483993161416514
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,427,1351,414664,71125,71126,258047,141,141,328,328,1003,0.8822314049586777,1.0501235082223634
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,425,1351,434194,71183,71184,209371,141,141,331,331,1000,0.878099173553719,1.048252325452496
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,429,1351,391594,71148,71149,295544,139,139,344,344,1007,0.8863636363636364,1.0719491660356508
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,433,1351,402964,71124,71125,210403,148,148,358,358,1010,0.8946280991735537,1.034738640963272
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,431,1351,405539,71193,71194,293587,151,151,389,389,1025,0.8904958677685949,1.0203516349014614
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,436171,71101,71102,247949,142,142,337,337,1015,0.8884297520661157,0.9885669884123623
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,431,1351,404323,71037,71038,251853,142,142,342,342,1018,0.8904958677685949,1.0682273148752808
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,428,1351,387914,71175,71176,265643,155,155,347,347,1026,0.8842975206611571,1.035355411370455
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,405734,71281,71282,251041,135,135,330,330,1027,0.8884297520661157,1.0315270141031838
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,396884,71162,71163,226676,145,145,336,336,1023,0.8884297520661157,1.0236922561254893
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,433,1351,405516,71265,71266,259124,151,151,357,357,1002,0.8946280991735537,1.0414735582150854
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,404875,71122,71123,236996,144,144,345,345,1029,0.8884297520661157,1.0249406622099144
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,428,1351,382116,71166,71167,279157,148,148,333,333,1022,0.8842975206611571,1.0333668397606062
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,429,1351,403938,71205,71206,212128,136,136,334,334,1004,0.8863636363636364,1.0267535746340646
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,436866,71100,71101,258596,146,146,348,348,1009,0.8884297520661157,1.0283268931202072
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,426,1351,388903,71112,71113,247668,152,152,349,349,1011,0.8801652892561983,1.0733717176247308
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,418275,71041,71042,235089,143,143,335,335,1012,0.8884297520661157,1.0664093988390546
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,427,1351,393229,71185,71186,257024,144,144,350,350,1028,0.8822314049586777,1.0346552854315352
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,429,1351,428056,71160,71161,194626,142,142,348,348,1017,0.8863636363636364,1.0444181053809287
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,422,1351,401617,71144,71145,270262,144,144,332,332,1014,0.871900826446281,1.0580467636329638
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,383717,71161,71162,257225,150,150,347,347,1001,0.8884297520661157,1.0266004858392297
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,428,1351,409615,71124,71125,234944,147,147,358,358,1008,0.8842975206611571,1.0641152125729252
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,427,1351,440234,71147,71148,278940,145,145,346,346,1024,0.8822314049586777,1.0638474586668474
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,393151,71139,71140,249676,140,140,336,336,1006,0.8884297520661157,1.0497231634862998
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,422,1351,422186,71217,71218,256270,144,144,343,343,1013,0.871900826446281,1.0915997191632725
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,430,1351,386684,71200,71201,271072,146,146,399,399,1020,0.8884297520661157,1.0199109912811994
com.werken.saxpath.XPathLexer,BRANCH,MOSA,484,458,44,424,1351,389729,71218,71219,252721,141,141,318,318,1016,0.8760330578512396,1.0585865418563134
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2436,156,157,253460,10,10,49,49,1020,0.4736842105263158,0.9808649191870736
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2565,155,156,225624,8,8,36,36,1019,0.4736842105263158,1.1911977099732718
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2840,157,158,196098,8,8,39,39,1015,0.4736842105263158,1.1092059573659991
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2087,152,153,192923,8,8,36,36,1014,0.4736842105263158,1.1112939783511249
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2210,152,153,241583,9,9,29,29,1022,0.4736842105263158,1.266547397257116
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2484,151,152,233345,9,9,39,39,1016,0.4736842105263158,1.1082091483912588
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2289,155,156,227092,6,6,19,19,1029,0.4736842105263158,1.2722238935025334
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2332,156,157,248457,7,7,27,27,1027,0.4736842105263158,1.2084918958733883
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2311,157,158,235746,7,7,35,35,1001,0.4736842105263158,1.2192511010166025
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2200,155,156,176969,8,8,39,39,1012,0.4736842105263158,0.9897190401520226
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2255,150,151,233642,7,7,27,27,1000,0.4736842105263158,1.2545828257012588
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,37,2,2527,155,156,240803,8,8,43,43,1013,0.4868421052631579,1.2332211081989288
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2629,150,151,223715,6,6,35,35,1011,0.4736842105263158,1.1357634842525028
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2143,152,153,218006,7,7,28,28,1009,0.4736842105263158,1.2367140721166825
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2614,147,148,216948,9,9,50,50,1023,0.4736842105263158,1.239862004758438
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2190,156,157,268882,10,10,36,36,1017,0.4736842105263158,1.2464738989536197
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2629,151,152,229953,10,10,50,50,1024,0.4736842105263158,1.0606336627279025
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2336,149,150,222274,8,8,40,40,1008,0.4736842105263158,1.2013211606701049
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2338,150,151,213239,9,9,39,39,1003,0.4736842105263158,1.017396001443943
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2391,153,154,237793,9,9,38,38,1002,0.4736842105263158,1.068428523739397
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2705,156,157,167442,9,9,52,52,1004,0.4736842105263158,1.2235840543330259
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2177,154,155,238436,9,9,45,45,1026,0.4736842105263158,1.2120874483727948
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2426,155,156,230210,9,9,54,54,1018,0.4736842105263158,1.2876966946869215
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2490,153,154,237583,8,8,30,30,1028,0.4736842105263158,1.154296053812433
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2005,151,152,172409,8,8,38,38,1010,0.4736842105263158,1.186454994950508
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2355,154,155,237226,7,7,35,35,1005,0.4736842105263158,1.2497740670008657
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2245,148,149,241161,8,8,41,41,1006,0.4736842105263158,1.0773963889839058
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2075,151,152,241072,7,7,32,32,1021,0.4736842105263158,1.3095536356381068
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2523,149,150,236799,9,9,39,39,1025,0.4736842105263158,1.1430997989450986
fr.unice.gfarce.dao.OracleIdentiteDao,BRANCH,MOSA,76,74,8,36,2,2308,154,155,232609,7,7,33,33,1007,0.4736842105263158,1.2767581644045778
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,73950,40868,40869,242186,8,8,13,13,1014,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72744,40696,40697,243228,8,8,20,20,1008,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,70502,40747,40748,235732,8,8,15,15,1029,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71831,40624,40625,247887,8,8,18,18,1025,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72772,40689,40690,257081,8,8,16,16,1027,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72667,40920,40921,236767,8,8,24,24,1000,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,73023,40716,40717,222156,8,8,21,21,1028,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71838,40827,40828,277616,8,8,32,32,1022,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,73002,40634,40635,300361,8,8,20,20,1017,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72160,40751,40752,254137,8,8,12,12,1016,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71262,40988,40989,226692,8,8,28,28,1006,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,73485,40686,40687,220344,8,8,28,28,1005,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72587,40706,40707,272266,8,8,15,15,1011,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72288,40785,40786,270238,8,8,19,19,1021,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72574,40795,40796,263282,8,8,25,25,1003,0.0372093023255814,0.6491196063612763
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71607,40660,40661,222179,8,8,19,19,1020,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,77569,40656,40657,246931,8,8,22,22,1009,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71961,40692,40693,255119,8,8,22,22,1001,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72412,40748,40749,252223,8,8,20,20,1012,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72558,40824,40825,260843,8,8,16,16,1010,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,75230,40703,40704,234243,8,8,21,21,1015,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,77375,40802,40803,277370,8,8,29,29,1024,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,76375,40741,40742,214668,8,8,26,26,1018,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72705,40836,40837,259491,8,8,30,30,1026,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72482,40833,40834,255633,8,8,22,22,1013,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,74148,40740,40741,213771,8,8,16,16,1019,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,72769,40726,40727,258938,8,8,23,23,1023,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,73137,40723,40724,215552,8,8,20,20,1004,0.0372093023255814,0.5984364678477557
freemind.controller.Controller,BRANCH,MOSA,430,298,182,16,802,71877,40674,40675,226505,8,8,15,15,1007,0.0372093023255814,0.5984364678477557
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,37,3,2259,206,207,14355,10,10,95,95,1015,0.9736842105263158,2.2555114616277496
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,35,3,2871,203,204,21040,7,7,108,108,1008,0.9210526315789472,2.4491082162373274
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,37,3,2713,193,194,18029,7,7,84,84,1010,0.9736842105263158,2.5028733343846303
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,36,3,3188,207,208,18545,6,6,82,82,1014,0.9473684210526316,2.4647436779555565
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,37,3,2243,199,200,18752,8,8,81,81,1006,0.9736842105263158,2.2933153769300096
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1333,102,103,18084,7,7,98,98,1020,1.0,2.2317338894718644
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,3,3054,204,205,22231,9,9,107,107,1003,1.0,2.237310915725602
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1481,104,105,21321,7,7,91,91,1004,1.0,2.2670470328073637
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2403,154,155,18928,6,6,96,96,1029,1.0,2.445660822766784
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2521,151,152,20608,9,9,138,138,1019,1.0,2.5296638692243096
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2096,154,155,19442,11,11,123,123,1024,1.0,2.245452936450564
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2322,148,149,20098,9,9,113,113,1000,1.0,2.2577789882670305
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1443,103,104,21601,9,9,146,146,1025,1.0,2.3805799915110355
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1485,101,102,20900,10,10,142,142,1016,1.0,2.4234358229201294
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,1675,152,153,16415,8,8,71,71,1028,1.0,2.145357916937373
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,3,2917,204,205,20332,11,11,145,145,1011,1.0,2.267071708017566
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1163,98,99,18169,8,8,125,125,1018,1.0,2.2914735587794377
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,0,638,50,51,23361,10,10,191,191,1009,1.0,2.597426788498571
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2253,151,152,27019,9,9,176,176,1022,1.0,2.565273858392402
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1596,102,103,21825,8,8,121,121,1007,1.0,2.4893187745845835
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,3,3267,196,197,22106,10,10,112,112,1023,1.0,2.2432277777196554
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,1,1390,100,101,19633,6,6,81,81,1026,1.0,2.253796167145049
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,2698,153,154,25301,10,10,152,152,1005,1.0,2.5088021669910283
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,37,3,2182,206,207,18196,9,9,128,128,1012,0.9736842105263158,2.3476066480625724
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,1939,157,158,22888,10,10,140,140,1027,1.0,2.4178420797707423
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,38,2,1930,151,152,19394,10,10,129,129,1017,1.0,2.3973312829742364
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,34,3,2195,205,206,14450,8,8,70,70,1001,0.8947368421052632,2.2850728662905
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,35,3,1932,208,209,13315,11,11,72,72,1013,0.9210526315789472,2.0198953393907035
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,36,3,2648,201,202,16292,9,9,100,100,1002,0.9473684210526316,2.1724599418357613
macaw.businessLayer.SupportingDocument,BRANCH,MOSA,38,20,20,37,3,2596,208,209,21857,12,12,127,127,1021,0.9736842105263158,2.227964143326338
macaw.businessLayer.Variable,BRANCH,MOSA,153,96,68,152,1418,576005,74797,74798,173100,49,49,245,245,1017,0.9934640522875816,1.923527413691406
macaw.businessLayer.Variable,BRANCH,MOSA,153,96,68,152,1418,487448,74668,74669,239756,50,50,236,236,1009,0.9934640522875816,1.9711668543694023
macaw.businessLayer.Variable,BRANCH,MOSA,153,96,68,152,1418,708591,74609,74610,389707,49,49,265,265,1000,0.9934640522875816,1.9962199837254693
macaw.businessLayer.Variable,BRANCH,MOSA,153,96,68,152,1418,649071,74797,74798,163350,51,51,254,254,1027,0.9934640522875816,1.9213399684851071
macaw.businessLayer.Variable,BRANCH,MOSA,153,96,68,152,1418,1017618,74324,74325,494920,50,50,277,277,1002,0.9934640522875816,2.016997689162361
