TARGET_CLASS,criterion,configuration_id,Total_Goals,Total_Branches,Lines,Covered_Goals,Generations,Statements_Executed,Fitness_Evaluations,Tests_Executed,Total_Time,Size,Result_Size,Length,Result_Length,Random_Seed,BranchCoverage,CoverageEntropy
client.network.ClientMsgReceiver,BRANCH,ReadableMOSA,15,12,5,7,699,98548,36223,37219,198199,4,4,35,35,1016,0.4666666666666667,0.7803552045207032
client.network.ClientMsgReceiver,BRANCH,ReadableMOSA,15,12,5,7,699,60481,36248,37167,82362,4,4,30,30,1021,0.4666666666666667,0.7945134575869863
client.network.ClientMsgReceiver,BRANCH,ReadableMOSA,15,12,5,7,699,84968,36175,37059,320839,4,4,28,28,1018,0.4666666666666667,0.7803552045207033
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,10,48049,463,3021,140114,11,11,175,175,1005,1.0,1.7689713555152649
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,7,32128,402,2359,115722,14,14,208,208,1020,1.0,1.849381216615337
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,10,38558,571,2624,145023,16,16,220,220,1017,1.0,1.606900087574175
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,11,79135,567,4396,186542,11,11,241,241,1028,1.0,1.7500138478104277
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,7,51066,414,4174,107446,11,11,190,190,1014,1.0,1.7435601569627053
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,25,106636,1281,6701,107832,9,9,123,123,1025,1.0,1.4319442036638352
com.browsersoft.openhre.hl7.impl.regular.ExpressionMatrixImpl,BRANCH,ReadableMOSA,58,54,9,58,4,33863,255,2271,90310,13,13,155,155,1024,1.0,1.6805281621225312
